"ID","scwtevcent","uwevcent","locwtevcent","revevcent"
"A696",0.0322662618182217,0.101205674385161,0.0640061202535091,0.52170870308224
"A826",0.0732682838708133,0.209406154688736,0.0971702679124591,0.338265654065643
"A677",0.0312969031183779,0.119103400496157,0.0794934567151585,0.579518989941306
"A798",0.10133543991136,0.244948556071022,0.143880040115216,0.254881179219651
"A819",0.0113885330313322,0.0434763883157053,0.0547915334181403,0.546049921035331
"A854",0.00229524783522109,0.025354797708965,0.00935050043154265,0.426722108243396
"A521",0.0250253789295937,0.0817483465017979,0.0806466690116828,0.363541157869337
"A566",0.00542572403980428,0.0378356567037759,0.0496829322482013,0.551659294567394
"A715",0.0677013092977434,0.136813193384132,0.11268394209574,0.248838126838807
"A556",0.0490777647903533,0.174817283909804,0.182250085646816,0.261914375529055
"A815",0.0335722302409871,0.0782469079808624,0.0412945677544941,0.156111788812809
"A704",0.0211486694624679,0.136196903928262,0.0371070368940197,0.367141561066744
"A655",0.0756894210839362,0.166072997765694,0.210281072046385,0.182180733406232
"A784",0.0110099253367914,0.0273397840639788,0.026688153471629,0.455226995687551
"A734",0,1.55443690608973e-18,3.37262141867048e-17,0.672061467608598
"A766",0.0139847986184546,0.0415145445009149,0.0338851862938158,0.496377639463304
"A643",0.115485532340602,0.154781889983197,0.632800204921701,0.427069515652955
"A835",0.268176939080608,0.240098892207903,0.801339938542866,0.324430035332892
"A797",0.0154018776081207,0.084936792068081,0.0526704255838695,0.314447776197675
"A607",0.160979073922856,0.473933601514976,0.303220653099885,0.151628279606249
"A822",0.0792907969196502,0.44438143663188,0.572891749969132,0.731747600357648
"A848",0.00176316050175861,0.0279882931290658,0.0110051654967815,0.389521905191506
"A804",0.0175853734508788,0.0360109166716628,0.0223303924125447,0.350636690587684
"A635",0.0150667923037288,0.162249913661692,0.0891635892479734,0.44560758237738
"A534",0.0257865773472383,0.118443353419361,0.090882922527795,0.571599662062642
"A665",0.0013463417345314,0.0177659681854636,0.00519668541159131,0.459730566134881
"A526",0.027583154641476,0.176220115113069,0.203287679231453,0.232199934795178
"A713",0.00375970931479705,0.0228264579329142,0.0342769360270134,0.526177728957627
"A836",0.0813804302724117,0.235597964026218,0.140335713717886,0.205784721696575
"A816",0.0548654487369374,0.127828906564466,0.0957588976685821,0.323428222577148
"A627",0.11975673233791,0.283623571222351,0.135436848621359,0.147351164827746
"A767",0.0299802470532322,0.0780185765820657,0.0946643237108752,0.272925286635136
"A616",0.0108843811290682,0.0606017477999131,0.0282193965970255,0.344580738432747
"A628",0.631871887642467,0.774205486661288,0.741037731690035,0.071224197520236
"A724",0.0526986990920406,0.174989826449427,0.130083713719771,0.240009100441196
"A679",0.0355030888294713,0.125634803418112,0.0349851465061951,0.111867127060131
"A610",0.00639224437706879,0.0312949596320742,0.00561586489609059,0.402246911120563
"A571",0.00143400683832781,0.0161696754960798,0.00627004411247746,0.48011511551243
"A548",0.00611187848075394,0.0190009853970023,0.0196401624937406,0.979809587248164
"A820",0.0258637348940069,0.0575474937739698,0.0922265260167373,0.364260161132526
"A821",0.223668623654199,0.557444754141743,0.751391177980399,0.0781904725452875
"A530",0.248302898831614,0.621313739847635,0.448054912594266,0.130098265508689
"A654",0.0282104011096894,0.135472917013276,0.134622818815689,0.382641292576483
"A825",0.139176965231159,0.322095212506518,0.277182321515826,0.145873109100155
"A847",0.0272710463130754,0.0743389285423658,0.0577996260573041,0.408464946337018
"A712",0.00535632726473478,0.0121200864390786,0.000913327507387069,0.485350948914514
"A738",0.728883898082076,0.931970483844296,0.811684600724148,0.0294903685634443
"A580",0.0115526676624143,0.0874851158534057,0.0724996272737528,0.293152231255826
"A626",0.059060826761998,0.192111626526502,0.150994385450071,0.450348715168977
"A846",0.0885119295638006,0.201552427089815,0.165979785028496,0.503919571958246
"A761",0.0167863733785119,0.0533042344581615,0.0487128837736951,0.404872464409935
"A850",0.000196753377319431,0.00182032603852441,0.000635612151474869,0.44204781957336
"A803",0.171621500395202,0.109498867276934,0.534446503910497,0.533158689362568
"A634",0.0129444873770675,0.0312806021222383,0.0268473549212769,0.519688611839649
"A502",0.00531525917449071,0.0250864159175078,0.0537587986113356,0.491097695435539
"A832",0.0110467073283714,0.0453920919833286,0.0577435605119702,0.132254986700019
"A725",0.081616579106315,0.360500408731576,0.360492528979044,0.116208884981632
"A667",0.0160053944099558,0.0564134321363857,0.0450713218286089,0.373114478047811
"A503",0.00981980261075548,0.0359061352320293,0.0165708113386594,0.450346329274641
"A683",0.000846744491921694,0.00904871512206194,0.00334476200609735,0.488521145653243
"A805",0.111761040581272,0.285417143262609,0.473214346609974,0.244951933649385
"A700",0.003113913717641,0.0166334440744602,0.00585113984816437,0.418959243898198
"A531",0.012113288030234,0.0555316613216768,0.0103287081752254,0.327717338369063
"A540",0.022756916976426,0.0571415201509987,0.0282206739145464,0.264572718127982
"A528",0.0209335318385827,0.0814662807296452,0.0155464578259315,0.150019626889093
"A828",0.00551482888558239,0.0255374179437688,0.00694528532308057,0.248840775470822
"A726",0.0399428674445053,0.150534015856468,0.230179706009657,0.25961114408829
"A730",0.0277747810842243,0.287068912710088,0.0870398737914431,0.470662736418042
"A644",0.00165443191718989,0.00724183439088555,0.00390656332592856,0.660894618451746
"A533",0.0217383147754909,0.107107080486853,0.0250868217620665,0.283364330491519
"A742",0.0477773751050108,0.159434019291915,0.0913967337900629,0.18314744993087
"A642",0.00729148778681502,0.0248856727051792,0.0112480179647101,0.463985933292391
"A711",0.0286844067703229,0.0701687000199929,0.107814326876288,0.373832516389296
"A778",0.219173394671438,0.318068260952339,0.31946416994112,0.16543738004276
"A565",0.0112047972612936,0.0928622692090851,0.138251929159368,0.662359317939699
"A686",0.0562482607074205,0.194586679579503,0.0521629922368151,0.103014428071272
"A593",0.00104898328227909,0.0068296594077089,0.00378557225143805,0.529163265794797
"A777",0.015710569199303,0.0530779876205402,0.0203130490752561,0.192140863764497
"A651",0.286359630967758,0.548803752004727,0.431824964678308,0.0754303597091813
"A814",0.0190951099480861,0.0468335857812482,0.00720586666902048,0.181154243426917
"A780",0.12700916980909,0.260524476524411,0.279852192129245,0.153192141053192
"A845",0.0268895682762655,0.082506621559237,0.0611112013542451,0.343972472852413
"A673",0.190036945722204,0.515484270101453,0.502424529667876,0.0968571812808224
"A813",0.00201367627993015,0.0216644450608506,0.00300722460906195,0.487148577542553
"A774",0.0238319127821551,0.13993737668748,0.104614394742312,0.442353788996048
"A753",0.0934230742894401,0.375697041867464,0.369283271201859,0.412567530748718
"A605",0.0249294140089039,0.0409304592894998,0.0404946160070631,0.43067759170928
"A582",0.000430078541709049,0.00351157608371799,0.000886013793305849,0.597973254812061
"A552",0.0187428041729734,0.0909778807746253,0.0844328001646886,0.52334526083507
"A751",0.0131518053570034,0.0448329780920095,0.0556497962568524,0.422512832562709
"A690",0.124685480675358,0.248010092637685,0.153221487462244,0.180632020596275
"A746",0.0743948956302312,0.213420092554852,0.243607179211375,0.189423541515495
"A716",0.0126258265636038,0.0212389529519998,0.0277470987380494,0.764853125696755
"A674",0.148689906061201,0.245895188562564,0.34435796161981,0.214507962623792
"A757",0.0502291935909594,0.328708749747204,0.367257561151775,0.768962875092782
"A619",0.00568426304087082,0.0238039624222882,0.0074006687859778,0.540094324875001
"A600",0.000201019839923713,0.00554583417732955,0.00831203141269002,0.568525241970919
"A561",0.00526155717351981,0.0440853055389752,0.0106526285672948,0.337208056033502
"A799",0.0151616833018524,0.0669212920519833,0.0115423325959183,0.154310636322474
"A617",0.0475217545814853,0.211919758462328,0.212194258939569,0.141499415583887
"A590",0.00966453036049427,0.0236314229408612,0.0156468890337454,0.456214427275481
"A791",0.0213316386142595,0.109238181630837,0.0636785988517049,0.225249234328007
"A747",0.00830240703186915,0.0339472356977312,0.0158415847201333,0.195741438190312
"A543",0.0148186672054109,0.0413195316450183,0.0827635983144389,0.456875771427711
"A728",0.0276055731395231,0.0924943326351232,0.0241073883319154,0.16313114822622
"A702",0.0421638686876997,0.324181115076626,0.438464440577326,0.767213409098183
"A516",0.114813330813099,0.110343236856287,0.528121803901862,0.478026342983896
"A596",0.0174506422725286,0.0518201244402523,0.0318106443242336,0.38401503814896
"A594",0.0075134156118727,0.0460909026498464,0.0283345696933123,0.420850239459794
"A800",0.0133620827887249,0.0856236916627762,0.0651586781898405,0.744627254537087
"A517",0.00100097843775876,0.00768585308390059,0.00285789792851119,0.615978617597937
"A579",0.0286997503047461,0.122086812579798,0.0698190956288985,0.591997811836221
"A717",0.1119165979028,0.218041112640076,0.249493786809486,0.130434849285016
"A575",0.0647887428499923,0.224219146112184,0.132233462171551,0.320965755467072
"A506",0.00163503875736046,0.0227800868028906,0.0172455305887335,0.634092526019447
"A547",0.0195776027292206,0.0476075762087076,0.0731040424916453,0.250534977285851
"A640",0.981804105523237,0.909579240245562,0.765141933931037,0.00733533097919558
"A536",0.0621479483613382,0.273741723475729,0.506233649269189,0.2514746269058
"A743",0.0133211346304457,0.0701568686178809,0.0536887863326513,0.431335063204549
"A855",0.0362341017662056,0.0884435790863361,0.0636871020418956,0.66408542883654
"A843",0.190099950789549,0.274852597011262,0.260636250321967,0.117420867271888
"A588",0.00508378059759992,0.0183774759110274,0.0054578774367157,0.387102673320641
"A652",0.108189380109316,0.490555333079732,0.470112928566122,0.325553590781016
"A783",0.213126279526783,0.591687240453716,0.653835146278984,0.0877655006834897
"A523",0.001951699228683,0.0109122864986854,0.00508102551439264,0.455336098364526
"A592",0.162623513104581,0.28148164157862,0.240961993572703,0.101355538266129
"A756",0.0707583771411699,0.46908949721888,0.618673809109497,0.751076847790759
"A564",0.0266346318811218,0.197068008087717,0.327077511178186,1
"A678",0.117154288439686,0.345191579303347,0.228520895160584,0.257274633560521
"A553",0.000514686661386949,0.00601687114894677,0.00240495404869709,0.468593156052466
"A541",0.122846197701602,0.295894615736978,0.110956185141338,0.230786064287362
"A653",0.0443472274855004,0.167315512507338,0.0633089547633741,0.32980876943901
"A790",0.151487732575767,0.309555246888748,0.385377294362819,0.0991191324461797
"A852",0.0391225099942963,0.242985469825244,0.519184017278184,0.286568238866611
"A510",0.00595943534696241,0.0401406786088234,0.0565377417276725,0.348962434500543
"A529",0.0595153858069164,0.186530724116871,0.115054045747848,0.201712209959368
"A775",0.0665787838020181,0.155950155255209,0.0733423551664988,0.222190298213784
"A830",0.27631150883721,0.327097667822755,0.397555481993296,0.0725470660962901
"A682",0.0042469379825225,0.0279324902022119,0.0293810881321449,0.448059714470307
"A773",0.0139719032425199,0.0466503139659692,0.0455760081443202,0.305343396623718
"A520",0.101538102704174,0.274202285200335,0.162008857151835,0.212051303150141
"A538",0.0147144146037921,0.0862752456573511,0.0809829907055428,0.430124204822286
"A578",0.0509686814239392,0.134486070724402,0.128600578954015,0.204903678821588
"A537",0.0189460630063048,0.0719307216707593,0.0148636478692862,0.383925048435729
"A692",0.00789871903382741,0.0488637853026303,0.0303140807658446,0.312932073525537
"A598",0.00357851846722949,0.0140143692506118,0.0202714891374152,0.279397156129563
"A793",0.13143591275854,0.3189668976826,0.319334574858284,0.0668805729477535
"A722",0.237397341666078,0.40157235711403,0.453021252089701,0.0797205520238811
"A693",0.000679391282858511,0.0103010754580034,0.00404544332679545,0.444064645808089
"A508",0.00442795824447268,0.0311131858637047,0.0216834819462888,0.42682995772055
"A705",0.00931678787241285,0.0216430135663188,0.0281171927637563,0.616777424013165
"A672",0.0281237610127116,0.124491097320771,0.0729518013405973,0.297053060865939
"A853",0.0349404572529398,0.120855893585323,0.0838924492017844,0.136544258617472
"A838",0.0116684131175734,0.0517943672109868,0.0195419601480286,0.330642272823727
"A834",0.0375738798020976,0.139451009568324,0.0823625000966766,0.454588432749525
"A657",0.0230959886057671,0.0634237939197684,0.0222368504751107,0.29117324110962
"A586",0.00452181710732567,0.0196131963086024,0.0356417424835262,0.371532337976787
"A664",0.0360001243589726,0.0888126264413196,0.202589075990485,0.35798229683067
"A558",0.00417741905038517,0.0160553385127759,0.0027691827612331,0.405553362574497
"A620",0.022203374455184,0.152646444469077,0.170468336624734,0.359020034856687
"A576",0.0505504798310384,0.123813747905207,0.0198757354891759,0.036891935370989
"A801",0.165960998493196,0.389562251209604,0.380842290668233,0.0968748007909821
"A622",0.040123821188966,0.129828428881786,0.105578086396383,0.300255353345348
"A621",0.0129728645008725,0.0760180603945661,0.0784707254536295,0.351693729881581
"A769",0.188155104912889,0.338452832552747,0.4093752026478,0.0889490002478896
"A615",0.0100577368700222,0.0216803684573319,0.00929756592659392,0.411975245296918
"A794",0.048405861159992,0.127997588415039,0.101359148767639,0.217652863412531
"A703",0.314436503846892,0.38049704875638,1,0.172188092111184
"A650",0.0675610900022503,0.124910188443989,0.424098295898268,0.488525027622152
"A583",0.0297718777456594,0.181719386624283,0.198354635777556,0.317142864560267
"A602",0.0132937033808246,0.0889838358114366,0.070943783263413,0.485692978237659
"A681",0.0765178490284218,0.247115683809507,0.242358905132905,0.150417868313732
"A599",0.214398955176744,0.40453585864446,0.215592399625884,0.0721470731854918
"A633",0.131489374838563,0.189754444357735,0.669937258992653,0.29616424332661
"A731",0.261037049839416,0.237932976779207,0.239575660241994,0.113601013311781
"A577",0.33601072045632,0.527690598496109,0.46340185258556,0.0729884585766725
"A509",0.0296223696126187,0.115731381063602,0.0874465615830712,0.355590913383657
"A661",0.0337573013914361,0.0882248469669049,0.14866454400914,0.209695622710119
"A817",0.0544320306290046,0.33686629179811,0.54629665521878,0.828688896395277
"A844",0.145069184963924,0.38800864894463,0.227115961008093,0.0260218868240547
"A764",0.108126394900057,0.389543909941537,0.437107473472418,0.139756873488374
"A574",0.0843105788328333,0.318482005576773,0.211913570549001,0.185548857727138
"A765",0.024203792279534,0.0770707660001178,0.099654269100094,0.3724352106557
"A589",0.0758189523535734,0.230016533970647,0.0871708825673527,0.153832759082101
"A762",0.0115411689475616,0.0841042031251209,0.0362739806644465,0.41994140945425
"A809",0.0178348558097027,0.0373575697781335,0.0109980080046609,0.494814177479161
"A745",0.000874615047030431,0.0120920566847911,0.00267888032071548,0.504330162472398
"A512",0.0318976343840808,0.21043330639358,0.236924345582221,0.138444663118534
"A792",0.013914081647027,0.0861789935417163,0.053045771783431,0.337919511583229
"A807",0.0772003939481432,0.456968341869135,0.615212736066668,0.646548102836043
"A687",0.0362144451456764,0.152874670235841,0.135412478831127,0.167953738655319
"A782",0.0808916616540789,0.193865575569985,0.066424919372353,0.237404549519332
"A754",0.0447229033105105,0.208432504034925,0.353054400295208,0.325271681797139
"A795",0.0269328630768043,0.0434848609381251,0.122204172535458,0.538380798356977
"A570",0.0144312292108592,0.0445051989848123,0.0117587149194139,0.180480955646428
"A727",0.126176401013321,0.472689997450588,0.705029056195399,0.635020146197479
"A513",0.303998160558527,0.322740026174814,0.925715319248552,0.134291941584731
"A740",0.0147993880991498,0.0619152218084419,0.054294034617469,0.266680651013745
"A557",0.0734229489814918,0.299556965926274,0.490385825172149,0.234078930149841
"A648",0.0042538179227819,0.0206812249063099,0.00443535493627192,0.302549670396823
"A527",0.239814364294971,0.403817265052521,0.319835204911922,0.0391122245473086
"A737",0.257207592193646,0.444622172830173,0.40255082991123,0.0586166824713927
"A518",0.14175269642992,0.331433198080081,0.330160134837012,0.132432887587033
"A637",0.145264957851106,0.477187124829614,0.41613809096516,0.110763037423929
"A818",0.0559911434052089,0.290627538077697,0.422127354385346,0.186073447567002
"A811",0.179453964286749,0.23101022020677,0.7261806914351,0.341298038567048
"A680",0.0729193036256638,0.234932886794385,0.275726741666269,0.143983228708442
"A676",0.115768215409401,0.400664750671336,0.42191961592354,0.12746702729188
"A550",0.00316556599229668,0.0192223166176965,0.0222762587377621,0.303970210482336
"A714",0.072836750163042,0.244880942702689,0.14727803027318,0.315254758716965
"A519",0.0401545510473158,0.164084457825591,0.0718364123206476,0.222320163423583
"A595",0.189619650413486,0.292642204738989,0.341248072157988,0.0775245478817588
"A768",0.183968473806611,0.162758161706245,0.709792439022652,0.452932149484072
"A568",0.063390201628513,0.122768117482177,0.0844104511609182,0.0688485305591099
"A668",0.160975099477294,0.299661700511771,0.359801652234029,0.0830471578222358
"A851",0.0624287039692192,0.217198653216134,0.147245637326976,0.230166117956561
"A840",0.0983231963888689,0.493843549505102,0.526616001305977,0.133373064352485
"A613",0.0692065034718963,0.221431090261624,0.365625870929358,0.363460576365976
"A560",0.00951681469963818,0.0343037973941207,0.0220711525172418,0.176611406340839
"A839",0.560522403828199,0.808572893554794,0.948907415129659,0.0231317174473208
"A587",0.102331798386844,0.241694513955963,0.157905190620465,0.277892762812155
"A562",0.104342851313103,0.254736684980779,0.169100852370243,0.419094170513233
"A535",0.0950595360845893,0.295064089210474,0.19141825706127,0.156252701634801
"A772",0.0951820013880561,0.198145725260375,0.261137022097668,0.24354490085091
"A604",0.473101346351783,0.447535212917129,0.608136644530879,0.0604425076267897
"A546",0.132783933628932,0.304960640673212,0.289345056133306,0.12521112317737
"A699",0.0871117274203845,0.457373057670407,0.579644685837,0.736855599729461
"A675",0.350498759115326,0.598710286167053,0.493566736811007,0.0723388371454152
"A752",0.0207836400697416,0.0677112454080261,0.0444235773530994,0.297728022669691
"A771",0.072706318184947,0.15862588039822,0.163097646351828,0.182809687583271
"A629",0.165863963454636,0.570220061341609,0.355577965753506,0.051172061492549
"A660",0.316443667508102,0.596579450010799,0.59544760865748,0.0874899661423979
"A612",0.0143842047738329,0.0454559904562859,0.0146663880740825,0.247110076743716
"A698",0.152034074080579,0.397694297270389,0.319432645683442,0.133534856870657
"A741",0.0997941863638371,0.290333059108671,0.14076287573307,0.104399793273557
"A639",0.0624313600422148,0.196990970821314,0.152442676597917,0.272838680228098
"A841",0.111552468943638,0.436047558075516,0.305154097808718,0.0872484673341143
"A776",0.00873984143427511,0.0345772241650735,0.00950138734823135,0.394483225835653
"A736",0.044315395920291,0.162097340951145,0.0588868288033531,0.0789684856985018
"A829",0.802026694450114,0.986645244661553,0.697923995502345,0.0299415815093134
"A824",0.0401296114022309,0.187362880209137,0.253103523842607,0.281875618351189
"A831",0.15507876894323,0.340913513741609,0.203623274639655,0.0296090397483742
"A685",0.0202421177526699,0.0794084690415074,0.0291664797177558,0.258382789424276
"A567",0.00905144476489379,0.0583934891014578,0.0259113272517036,0.194062306418156
"A749",0.0666590677780674,0.244016231524542,0.120379755872462,0.445454622383617
"A554",0.0376016227855184,0.0791079698696609,0.0484598377622644,0.0423626232811076
"A781",0.0514568141497233,0.333050611349527,0.226171686742146,0.332342322307425
"A779",0.0555594077239188,0.221330842070438,0.16211364426839,0.123103869788702
"A720",0.0797992890399433,0.192937036202658,0.27135873798027,0.175227018930204
"A539",0.183229544743636,0.506655945111826,0.549585318604407,0.0836520342635974
"A732",0.1163496374814,0.464884075837001,0.352391372048886,0.270922393241123
"A636",0.438152136704304,0.832440959768941,0.763453587270417,0.0309524216246648
"A511",0.320247291317928,0.822850667083305,0.761582135457013,0.0456663558757053
"A796",0.202185858023589,0.458772759119844,0.352661887199956,0.00976164176149972
"A623",0.329492709887353,0.56555915820737,0.501281861740215,0.10994409402876
"A659",0.036543278915375,0.121166747632171,0.0407319305144955,0.0750042593849253
"A695",0.108171262452319,0.269281233372163,0.231424924004585,0.087145767390136
"A504",0.0969786699752855,0.35970822426431,0.356931269840426,0.127459060988124
"A581",0.201854371855129,0.436192494399347,0.224163899202375,0.105177310059106
"A786",0.568512012825886,0.714856322060543,0.566857652809157,0.040951378946377
"A802",0.280590904952719,0.550426525663221,0.367762050128568,0.160695912139294
"A701",0.127575680007638,0.522938948851403,0.927088260510571,0.0615418392304167
"A666",0.328709926952658,0.526907316313892,0.561969653774284,0.0449058732028993
"A669",0.150936611286808,0.333664678067227,0.187790463658185,0.14136153845463
"A551",0.309758285369191,0.520824901939629,0.62392769373371,0.0536148628444131
"A729",0.492451503121348,0.729161439086794,0.732948781488538,0.0617297430670281
"A549",0.510914877623155,0.740049523800995,0.673827621774154,0.0420935036827401
"A663",0.788056443556804,0.993970630805292,0.462042923470155,0.00669606288829499
"B640",1,0.930043284438776,0.77627806841509,0.0241916111928622
"B559",0.219012087111311,0.516355176764601,0.316346835402441,0.214970408107848
"B779",0.222478492667122,0.474120887856866,0.483540001966269,0.0667614625183778
"B576",0.0559247395486301,0.162955989807499,0.078506653127193,0.119073203487397
"B736",0.0583874752285944,0.177838875017858,0.0703054068246523,0.0399511266983998
"B764",0.0904622611430704,0.306349438293303,0.233051933995972,0.268039938545081
"B781",0.0277709123907494,0.159342981804069,0.264967114140589,0.109136646236858
"B513",0.0119357615998109,0.0885776334464123,0.20237306765161,0.21701536801216
"B810",0.190403486068829,0.498119898150709,0.745486626831841,0.0345969177898878
"B826",0.052956145865096,0.213382599779317,0.287851029203058,0.126917442263114
"B816",0.0543053133332672,0.288003375563355,0.371149512584364,0.324192113043014
"B708",0.697712828592675,1,0.830537511697734,0.0197975729147267
"B633",0.00348459717399311,0.0274991425293714,0.0595333661368659,0.492531594400174
"B632",0.00536453829421114,0.0510876574598998,0.0933522129522417,0.444828003229715
"B531",0.00142626238522002,0.00798695551700959,0.00502681158495864,0.494279808920102
"B593",0.00410726343259119,0.0214649962987549,0.0468286944644004,0.850755724841371
"B545",0.0359695099527545,0.161098192945151,0.0536017564622821,0.346138084568142
"B536",0.00109627568844274,0.0118594136444711,0.0343422794952583,0.249722013752885
"B713",0.0190739618713742,0.0788623501905127,0.17329100584988,0.136913087306519
"B555",0.016547983477324,0.0468870324970197,0.0400595337972548,0.503712218202816
"B571",0.00204996943595391,0.0136467530383312,0.0253301672902553,0.804335358614131
"B827",0.140518970272163,0.414675705811418,0.541073475338297,0.106840289495942
"B608",0.00400959418991395,0.0436009382643382,0.0761291153198181,0.567808086755947
"B627",0.0755145992962447,0.239155682129952,0.213576154927659,0.352104689624782
"B809",0.00225768260598682,0.00840212727765921,0.0120967421315672,0.60112431526974
"B811",0.0189953291719516,0.0895666075529823,0.208028766010235,0.368592804098654
"B727",0.0951293948661986,0.220304308732457,0.273301541421506,0.0966306519621406
"B616",0.00411081011088678,0.0191341819562552,0.0140573576809996,0.647807289830925
"B598",0.00838427061046375,0.0270556688508173,0.0352074490384215,0.387497877039451
"B850",0.0134214002744659,0.0188881946216072,0.0239683061328969,0.505527713573272
"B854",0.00892385284720278,0.0341886847752086,0.0144536180352675,0.373238739802513
"B622",0.0456220797049319,0.19456791097555,0.40798819296923,0.376489700689614
"B780",0.0259513047128825,0.120185791166948,0.175062040339064,0.270480851148236
"B834",0.0201038128152053,0.130378554685351,0.122923932287309,0.208001796601513
"B758",0.0633375874972541,0.176404652985628,0.323224101764072,0.20306270223813
"B677",0.0136064799917234,0.0753995183541253,0.0692549097430082,0.448619909259531
"B594",0.00825629713566289,0.0348111507918831,0.0330165179227576,0.368320844396672
"B800",0.0133888374927739,0.0986218973175788,0.0712516434300842,0.281145642232372
"B782",0.0307620734386114,0.103697023132587,0.0985621681049599,0.639569422716788
"B534",0.0214455871091183,0.127146467200359,0.154297128489275,0.276264381181549
"B680",0.0217224636941881,0.0933716160785924,0.202630140821495,0.204506754176634
"B590",0.00293274685518932,0.02525500209517,0.0308873211899301,0.234800645581423
"B558",0.00284167702945728,0.0166490479069525,0.00958068515923644,0.466655803370413
"B797",0.0244701231972055,0.0703912868619801,0.149154595283597,0.722544135365692
"B799",0.0124601322261517,0.0622700053711376,0.0492604328445068,0.418646358561875
"B521",0.0578418999044102,0.246698606045627,0.473578666733322,0.121187092179418
"B807",0.000805207177216675,0.0153891381096604,0.0454714064136716,0.454302837639026
"B848",0.00612556387802916,0.0370921077761503,0.0312409293157223,0.391500437331646
"B772",0.0386616516162782,0.103800104300026,0.193871254407266,0.238847369953511
"B819",0.00191250126620689,0.0304643067409746,0.114657501125154,0.506802831341595
"B722",0.0907259206978384,0.279267089879691,0.56926762366657,0.130294256117453
"B518",0.0942166281215874,0.206929843307007,0.375071295795473,0.150886965022486
"B644",0.000140235462437399,0.00176428263607593,0.00179577195707179,0.883720510563179
"B730",0.00998537654679951,0.0428256095075743,0.112419379219707,0.446271577421742
"B562",0.0638326885590484,0.228382694527808,0.302219282149346,0.215445312882736
"B749",0.0539610018498144,0.200264890826863,0.216715123168152,0.267033083550476
"B617",0.0205745052332081,0.139438300801707,0.239779084539583,0.242971871575312
"B635",0.0407527476083552,0.257730147562427,0.276720880666174,0.373250667244092
"B745",0.0015124872398297,0.0304512298293478,0.0200391222997379,0.933733171353162
"B836",0.0762566368939447,0.331141434697549,0.559783478894313,0.507352019891379
"B777",0.00927581124028101,0.071851999156976,0.054467880645357,0.548306946532767
"B833",0.0165781341262786,0.049515502713771,0.0594066453647032,0.27063655027575
"B553",0.0147647459866648,0.0533517174639754,0.0260990632700037,0.39152214898941
"B588",0.0126111370388705,0.138049271124183,0.0986784435403182,0.267622723529069
"B579",0.0255277478126778,0.0850708580426559,0.156859379248187,0.723906520219375
"B589",0.0301671974739585,0.0983923597954891,0.0781774818338423,0.716671379171924
